,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
621,622.0,erp crash,erp crash,5,1,1,10-12-2022 20:30,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
622,623.0,erp crash,erp crash,5,1,1,11-12-2022 20:30,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
623,624.0,outlook crashing,outlook crashing,3,1,6,09-12-2022 05:05,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,raghav_it
624,625.0,outlook crashing,outlook crashing,3,1,6,10-12-2022 20:30,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,raghav_it
625,626.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,11-12-2022 20:30,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,25.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
626,627.0,visual studio code,visual studio code licence expired,3,1,2,03-06-2022 00:00,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,26.0,07-12-2022 00:55,Renew license,
627,628.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,04-06-2022 00:00,Access,Powerpoint,raghav_it,Check recycle bin.,27.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
628,629.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,05-06-2022 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",28.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
629,630.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,13-12-2022 11:15,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
630,631.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,14-12-2022 11:15,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
631,632.0,visual studio code,visual studio code licence expired,3,1,2,15-12-2022 00:00,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
632,633.0,visual studio code,visual studio code licence expired,3,1,2,16-12-2022 00:00,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
633,634.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,17-12-2022 12:45,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
634,635.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,13-12-2022 11:15,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
635,636.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,14-12-2022 11:15,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
636,637.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,15-12-2022 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
637,638.0,login issue,Unable to login as it shows incorrect login details,2,1,5,16-12-2022 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
638,639.0,login issue,Unable to login as it shows incorrect login details,2,1,5,17-12-2022 12:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
639,640.0,outlook,outlook frozen,3,1,6,13-12-2022 11:15,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
640,641.0,outlook,outlook frozen,3,1,6,14-12-2022 11:15,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
641,642.0,cant log in to vpn,cant log in to vpn,2,1,7,15-12-2022 00:00,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
642,643.0,cant log in to vpn,cant log in to vpn,2,1,7,16-12-2022 00:00,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
643,644.0,unable to access hr_tool page,unable to access hr_tool page,3,1,1,17-12-2022 12:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
644,645.0,unable to access hr_tool page,unable to access hr_tool page,3,1,1,13-12-2022 11:15,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
645,646.0,skype error ,skype crashing,2,1,2,14-12-2022 11:15,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
646,647.0,skype error ,skype crashing,2,1,2,15-12-2022 00:00,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
688,689.0,windows updated some features not working,Windows update done and now some features are not working,5,1,6,13-12-2022 11:15,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
689,690.0,Laptop battery,Laptop battery draining,1,1,2,14-12-2022 11:15,Hardware,Hardware,raghav_it,,46.0,05-12-2022 13:29,give laptop,
690,691.0,erp crash,erp crash,5,1,1,15-12-2022 00:00,Crash,ERP,raghav_it,,47.0,07-12-2022 01:40,,
691,692.0,outlook crashing,outlook crashing,3,1,6,16-12-2022 00:00,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,raghav_it
692,693.0,reset password,I forgot my sap account password.Want to reset it.,3,1,1,17-12-2022 12:45,Login,SAP,raghav_it,Click on reset button.A mail will be sent to you for verification.Click on verification.Then set the new password.,1.0,07-12-2022 22:25,Go to admin settings and reset password for that user.,aditya
693,694.0,visual studio code,visual studio code licence expired,3,1,2,13-12-2022 11:15,Configuration,Visual studio code,arjun,Click on settings click on licence renewal.A renewal will be done by the company for your id and sent to you via email.,2.0,07-12-2022 00:55,Renew license,
694,695.0,Accidentally Deleted Important Files,I deleted ppt accidentally which is very imporant,2,1,3,14-12-2022 11:15,Access,Powerpoint,raghav_it,Check recycle bin.,3.0,13-10-2022 15:00,Check cloud if backup was  done as all data is continuously synced,
695,696.0,Excel not responding,"Excel hangs or freezes when you launch it, or open an Excel workbook",4,1,4,15-12-2022 00:00,Crash,Excel,shubhangi,"If you are on Windows 11 or Windows 10, choose Start > All apps > Windows System > Run. Type Excel /safe in the Run box, and then click OK.",4.0,14-10-2022 00:00,"Start Registry editor. To do this, press the Windows key + R to open a Run dialog box. Type regedit.exe and then press OK.",
696,697.0,login issue,Unable to login as it shows incorrect login details,2,1,5,16-12-2022 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
697,698.0,outlook,outlook frozen,3,1,6,17-12-2022 12:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
698,699.0,cant log in to vpn,cant log in to vpn,2,1,7,13-12-2022 11:15,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
699,700.0,unable to access hr_tool page,unable to access hr_tool page,3,1,1,14-12-2022 11:15,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
700,701.0,skype error ,skype crashing,2,1,2,15-12-2022 00:00,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
701,702.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,1,4,16-12-2022 00:00,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
